benchmark,window,min_threshold,sensitivity,precision,recall,f1,detected,tp,fp,fn,label_count,series_count,tolerance
A3,400,1.0,15.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,4.0,1.01,1.0,0.016967126193001062,0.03336809176225235,16,16,0,927,943,100,3
A3,400,4.0,3.01,1.0,0.016967126193001062,0.03336809176225235,16,16,0,927,943,100,3
A3,400,4.0,5.01,1.0,0.013785790031813362,0.02719665271966527,13,13,0,930,943,100,3
A3,400,4.0,7.01,1.0,0.003181336161187699,0.0063424947145877385,3,3,0,940,943,100,3
A3,400,4.0,9.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,4.0,11.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,4.0,13.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,4.0,15.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,1.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,3.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,5.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,7.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,9.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,11.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,13.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,7.0,15.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,1.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,3.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,5.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,7.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,9.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,11.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,13.01,0.0,0.0,0.0,0,0,0,943,943,100,3
A3,400,10.0,15.01,0.0,0.0,0.0,0,0,0,943,943,100,3
