benchmark,window,min_threshold,sensitivity,precision,recall,f1,detected,tp,fp,fn,label_count,series_count,tolerance
A1,300,1.5,2.41,0.21708015267175573,0.5548780487804879,0.3120713305898491,4192,910,3282,730,1669,67,3
A1,300,1.5,2.61,0.2395276918751757,0.5179331306990882,0.32756632064590546,3557,852,2705,793,1669,67,3
A1,300,1.5,2.81,0.26373262739907344,0.48273773470623865,0.3411084956130965,3022,797,2225,854,1669,67,3
A1,300,2.0,1.01,0.30612244897959184,0.5357142857142857,0.38961038961038963,2744,840,1904,728,1669,67,3
A1,300,2.0,1.21,0.30645749726377236,0.5357142857142857,0.3898816430726387,2741,840,1901,728,1669,67,3
A1,300,2.0,1.41,0.30656934306569344,0.5357142857142857,0.38997214484679665,2740,840,1900,728,1669,67,3
A1,300,2.0,1.61,0.30718475073313783,0.5347798340778558,0.390221187427241,2728,838,1890,729,1669,67,3
A1,300,2.0,1.81,0.3094170403587444,0.5263827082008901,0.38973876206166164,2676,828,1848,745,1669,67,3
A1,300,2.0,2.01,0.31109416698436904,0.5132075471698113,0.38737241870401135,2623,816,1807,774,1669,67,3
A1,300,2.0,2.21,0.3164705882352941,0.5062735257214555,0.3894787644787645,2550,807,1743,787,1669,67,3
A1,300,2.0,2.41,0.3231083844580777,0.4971680302076778,0.39167079821517103,2445,790,1655,799,1669,67,3
A1,300,2.0,2.61,0.3298429319371728,0.46869187848729077,0.3871959026888604,2292,756,1536,857,1669,67,3
A1,300,2.0,2.81,0.33707339878447873,0.4447871684145589,0.38351063829787235,2139,721,1418,900,1669,67,3
A1,300,2.5,1.01,0.42513863216266173,0.4471808165910564,0.43588123815540114,1623,690,933,853,1669,67,3
A1,300,2.5,1.21,0.42513863216266173,0.4471808165910564,0.43588123815540114,1623,690,933,853,1669,67,3
A1,300,2.5,1.41,0.42513863216266173,0.4471808165910564,0.43588123815540114,1623,690,933,853,1669,67,3
A1,300,2.5,1.61,0.4256631708821715,0.4471808165910564,0.4361567635903919,1621,690,931,853,1669,67,3
A1,300,2.5,1.81,0.42698019801980197,0.4471808165910564,0.43684710351377015,1616,690,926,853,1669,67,3
A1,300,2.5,2.01,0.428927680798005,0.4444444444444444,0.4365482233502538,1604,688,916,860,1669,67,3
A1,300,2.5,2.21,0.43217665615141954,0.4396662387676508,0.4358892777601017,1585,685,900,873,1669,67,3
A1,300,2.5,2.41,0.43581514762516044,0.4333120612635609,0.43456,1558,679,879,888,1669,67,3
A1,300,2.5,2.61,0.43733333333333335,0.4165079365079365,0.42666666666666664,1500,656,844,919,1669,67,3
A1,300,2.5,2.81,0.4426460239268121,0.3970959595959596,0.4186356073211314,1421,629,792,955,1669,67,3
A1,300,3.0,1.01,0.5480392156862746,0.36204663212435234,0.43603744149766,1020,559,461,985,1669,67,3
A1,300,3.0,1.21,0.5480392156862746,0.36204663212435234,0.43603744149766,1020,559,461,985,1669,67,3
A1,300,3.0,1.41,0.5480392156862746,0.36204663212435234,0.43603744149766,1020,559,461,985,1669,67,3
A1,300,3.0,1.61,0.5480392156862746,0.36204663212435234,0.43603744149766,1020,559,461,985,1669,67,3
A1,300,3.0,1.81,0.5485770363101079,0.36204663212435234,0.43620756925477955,1019,559,460,985,1669,67,3
A1,300,3.0,2.01,0.5486725663716814,0.36163318211276735,0.4359375,1017,558,459,985,1669,67,3
A1,300,3.0,2.21,0.5519287833827893,0.36163318211276735,0.4369616288175411,1011,558,453,985,1669,67,3
A1,300,3.0,2.41,0.5524475524475524,0.3570045190445449,0.4337254901960784,1001,553,448,996,1669,67,3
A1,300,3.0,2.61,0.5493827160493827,0.3427471116816431,0.42213438735177866,972,534,438,1024,1669,67,3
A1,300,3.0,2.81,0.5522703273495249,0.3333333333333333,0.4157392686804452,947,523,424,1046,1669,67,3
A1,300,3.5,1.01,0.6276150627615062,0.2992021276595745,0.40522287257991896,717,450,267,1054,1669,67,3
A1,300,3.5,1.21,0.6276150627615062,0.2992021276595745,0.40522287257991896,717,450,267,1054,1669,67,3
A1,300,3.5,1.41,0.6276150627615062,0.2992021276595745,0.40522287257991896,717,450,267,1054,1669,67,3
A1,300,3.5,1.61,0.6276150627615062,0.2992021276595745,0.40522287257991896,717,450,267,1054,1669,67,3
A1,300,3.5,1.81,0.6276150627615062,0.2992021276595745,0.40522287257991896,717,450,267,1054,1669,67,3
A1,300,3.5,2.01,0.6276150627615062,0.2992021276595745,0.40522287257991896,717,450,267,1054,1669,67,3
A1,300,3.5,2.21,0.6264044943820225,0.2959522229595222,0.40198287516899506,712,446,266,1061,1669,67,3
A1,300,3.5,2.41,0.6257062146892656,0.29396151293961514,0.4,708,443,265,1064,1669,67,3
A1,300,3.5,2.61,0.6239316239316239,0.2892998678996037,0.3953068592057762,702,438,264,1076,1669,67,3
A1,300,3.5,2.81,0.6259097525473072,0.2795838751625488,0.38651685393258434,687,430,257,1108,1669,67,3
A1,300,4.0,1.01,0.6879562043795621,0.24721311475409835,0.3637240713941148,548,377,171,1148,1669,67,3
A1,300,4.0,1.21,0.6879562043795621,0.24721311475409835,0.3637240713941148,548,377,171,1148,1669,67,3
A1,300,4.0,1.41,0.6879562043795621,0.24721311475409835,0.3637240713941148,548,377,171,1148,1669,67,3
A1,300,4.0,1.61,0.6879562043795621,0.24721311475409835,0.3637240713941148,548,377,171,1148,1669,67,3
A1,300,4.0,1.81,0.6879562043795621,0.24721311475409835,0.3637240713941148,548,377,171,1148,1669,67,3
A1,300,4.0,2.01,0.6879562043795621,0.24721311475409835,0.3637240713941148,548,377,171,1148,1669,67,3
A1,300,4.0,2.21,0.6873857404021938,0.24671916010498687,0.3631096088845968,547,376,171,1148,1669,67,3
A1,300,4.0,2.41,0.6869244935543278,0.24410994764397906,0.36021245774987926,543,373,170,1155,1669,67,3
A1,300,4.0,2.61,0.6846011131725418,0.23898963730569947,0.3542966874699952,539,369,170,1175,1669,67,3
A1,300,4.0,2.81,0.6872659176029963,0.2367741935483871,0.3522072936660269,534,367,167,1183,1669,67,3
A1,300,4.5,1.01,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,1.21,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,1.41,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,1.61,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,1.81,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,2.01,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,2.21,0.7404761904761905,0.20234222511385816,0.3178334184977006,420,311,109,1226,1669,67,3
A1,300,4.5,2.41,0.7392344497607656,0.201171875,0.3162743091095189,418,309,109,1227,1669,67,3
A1,300,4.5,2.61,0.7373493975903614,0.19818652849740934,0.3124042879019908,415,306,109,1238,1669,67,3
A1,300,4.5,2.81,0.7402912621359223,0.19728331177231564,0.3115423901940756,412,305,107,1241,1669,67,3
A1,300,5.0,1.01,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,1.21,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,1.41,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,1.61,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,1.81,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,2.01,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,2.21,0.7899686520376176,0.16535433070866143,0.2734671730873576,319,252,67,1272,1669,67,3
A1,300,5.0,2.41,0.789308176100629,0.16405228758169935,0.27164502164502163,318,251,67,1279,1669,67,3
A1,300,5.0,2.61,0.789308176100629,0.16405228758169935,0.27164502164502163,318,251,67,1279,1669,67,3
A1,300,5.0,2.81,0.7911392405063291,0.16276041666666666,0.26997840172786175,316,250,66,1286,1669,67,3
A1,325,1.0,1.01,0.09224461906388794,0.8910891089108911,0.16718266253869968,17562,1620,15942,198,1669,67,3
A1,325,1.0,1.21,0.09229365124636359,0.8909691629955947,0.16726107406833102,17531,1618,15913,198,1669,67,3
A1,325,1.0,1.41,0.09309292009908404,0.8893780957622455,0.16854401335002087,17359,1616,15743,201,1669,67,3
A1,325,1.0,1.61,0.09404943545926152,0.8527946873270614,0.169415127528584,16385,1541,14844,266,1669,67,3
A1,325,1.0,1.81,0.09719967532467533,0.8137032842582106,0.17365558912386705,14784,1437,13347,329,1669,67,3
A1,325,1.0,2.01,0.10886865206333579,0.7644009216589862,0.19059245960502694,12189,1327,10862,409,1669,67,3
A1,325,1.0,2.21,0.11861394935584185,0.6260257913247362,0.19943977591036416,9004,1068,7936,638,1669,67,3
A1,325,1.0,2.41,0.14765304572383411,0.5876662636033857,0.2360082554328032,6583,972,5611,682,1669,67,3
A1,325,1.0,2.61,0.1897717666948436,0.5422705314009661,0.2811521603005635,4732,898,3834,758,1669,67,3
A1,325,1.0,2.81,0.2254980079681275,0.5074716078900179,0.31224714968738504,3765,849,2916,824,1669,67,3
A1,325,1.5,1.01,0.19326552086987023,0.6719512195121952,0.30019068373740126,5702,1102,4600,538,1669,67,3
A1,325,1.5,1.21,0.19350307287093943,0.6719512195121952,0.3004771642808453,5695,1102,4593,538,1669,67,3
A1,325,1.5,1.41,0.19380935631375307,0.6719512195121952,0.3008463008463008,5686,1102,4584,538,1669,67,3
A1,325,1.5,1.61,0.1948005698005698,0.6687041564792175,0.30170987313844455,5616,1094,4522,542,1669,67,3
A1,325,1.5,1.81,0.18956456456456455,0.617737003058104,0.29010483986787305,5328,1010,4318,625,1669,67,3
A1,325,1.5,2.01,0.19480261852806982,0.599877825290165,0.29410002994908657,5041,982,4059,655,1669,67,3
A1,325,1.5,2.21,0.2030742584975103,0.5726495726495726,0.2998241968994726,4619,938,3681,700,1669,67,3
A1,325,1.5,2.41,0.21938022626660109,0.5492610837438424,0.3135325131810194,4066,892,3174,732,1669,67,3
A1,325,1.5,2.61,0.24288204532248692,0.511002444987775,0.32926348956282,3442,836,2606,800,1669,67,3
A1,325,1.5,2.81,0.2695535414568647,0.48814589665653496,0.34731833910034604,2979,803,2176,842,1669,67,3
A1,325,2.0,1.01,0.30518518518518517,0.5299035369774919,0.3873090481786134,2700,824,1876,731,1669,67,3
A1,325,2.0,1.21,0.30518518518518517,0.5299035369774919,0.3873090481786134,2700,824,1876,731,1669,67,3
A1,325,2.0,1.41,0.30518518518518517,0.5299035369774919,0.3873090481786134,2700,824,1876,731,1669,67,3
A1,325,2.0,1.61,0.30611483967188663,0.5289948453608248,0.38781294284364665,2682,821,1861,731,1669,67,3
A1,325,2.0,1.81,0.30924305819703307,0.5198209718670077,0.38778917243024086,2629,813,1816,751,1669,67,3
A1,325,2.0,2.01,0.31281455671699576,0.5139949109414759,0.3889290012033695,2583,808,1775,764,1669,67,3
A1,325,2.0,2.21,0.3168,0.5012658227848101,0.38823529411764707,2500,792,1708,788,1669,67,3
A1,325,2.0,2.41,0.3234060402684564,0.48551637279596976,0.3882175226586103,2384,771,1613,817,1669,67,3
A1,325,2.0,2.61,0.3291592128801431,0.46115288220551376,0.384133611691023,2236,736,1500,860,1669,67,3
A1,325,2.0,2.81,0.3390639923591213,0.44154228855721395,0.38357644516477585,2094,710,1384,898,1669,67,3
A1,325,2.5,1.01,0.42775665399239543,0.4346426271732131,0.43117214947301186,1578,675,903,878,1669,67,3
A1,325,2.5,1.21,0.42775665399239543,0.4346426271732131,0.43117214947301186,1578,675,903,878,1669,67,3
A1,325,2.5,1.41,0.42775665399239543,0.4346426271732131,0.43117214947301186,1578,675,903,878,1669,67,3
A1,325,2.5,1.61,0.42775665399239543,0.4346426271732131,0.43117214947301186,1578,675,903,878,1669,67,3
A1,325,2.5,1.81,0.4291163382072473,0.4346426271732131,0.4318618042226487,1573,675,898,878,1669,67,3
A1,325,2.5,2.01,0.43085787451984636,0.4319640564826701,0.43141025641025643,1562,673,889,885,1669,67,3
A1,325,2.5,2.21,0.43458549222797926,0.4295774647887324,0.4320669671603348,1544,671,873,891,1669,67,3
A1,325,2.5,2.41,0.43621943159286186,0.42065009560229444,0.42829331602855286,1513,660,853,909,1669,67,3
A1,325,2.5,2.61,0.43388429752066116,0.39747634069400634,0.41488310833058945,1452,630,822,955,1669,67,3
A1,325,2.5,2.81,0.44244604316546765,0.3860640301318267,0.41233657391887363,1390,615,775,978,1669,67,3
A1,325,3.0,1.01,0.5628140703517588,0.36036036036036034,0.43938799529227146,995,560,435,994,1669,67,3
A1,325,3.0,1.21,0.5628140703517588,0.36036036036036034,0.43938799529227146,995,560,435,994,1669,67,3
A1,325,3.0,1.41,0.5628140703517588,0.36036036036036034,0.43938799529227146,995,560,435,994,1669,67,3
A1,325,3.0,1.61,0.5628140703517588,0.36036036036036034,0.43938799529227146,995,560,435,994,1669,67,3
A1,325,3.0,1.81,0.5633802816901409,0.36036036036036034,0.43956043956043955,994,560,434,994,1669,67,3
A1,325,3.0,2.01,0.5640766902119072,0.35994848679974245,0.43946540880503143,991,559,432,994,1669,67,3
A1,325,3.0,2.21,0.5675126903553299,0.35994848679974245,0.4405043341213554,985,559,426,994,1669,67,3
A1,325,3.0,2.41,0.5704008221993834,0.35645472061657035,0.43873517786561267,973,555,418,1002,1669,67,3
A1,325,3.0,2.61,0.564430244941427,0.3390914907229686,0.42366107114308554,939,530,409,1033,1669,67,3
A1,325,3.0,2.81,0.5686059275521405,0.3282636248415716,0.4162314182402571,911,518,393,1060,1669,67,3
A1,325,3.5,1.01,0.6293103448275862,0.29025844930417494,0.3972789115646258,696,438,258,1071,1669,67,3
A1,325,3.5,1.21,0.6293103448275862,0.29025844930417494,0.3972789115646258,696,438,258,1071,1669,67,3
A1,325,3.5,1.41,0.6293103448275862,0.29025844930417494,0.3972789115646258,696,438,258,1071,1669,67,3
A1,325,3.5,1.61,0.6293103448275862,0.29025844930417494,0.3972789115646258,696,438,258,1071,1669,67,3
A1,325,3.5,1.81,0.6293103448275862,0.29025844930417494,0.3972789115646258,696,438,258,1071,1669,67,3
A1,325,3.5,2.01,0.6293103448275862,0.29025844930417494,0.3972789115646258,696,438,258,1071,1669,67,3
A1,325,3.5,2.21,0.630057803468208,0.28797886393659183,0.39528558476881237,692,436,256,1078,1669,67,3
A1,325,3.5,2.41,0.6271929824561403,0.28279499011206327,0.3898228078146297,684,429,255,1088,1669,67,3
A1,325,3.5,2.61,0.6242603550295858,0.2779973649538867,0.3846855059252507,676,422,254,1096,1669,67,3
A1,325,3.5,2.81,0.6274509803921569,0.2708333333333333,0.3783537971805366,663,416,247,1120,1669,67,3
A1,325,4.0,1.01,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,1.21,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,1.41,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,1.61,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,1.81,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,2.01,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,2.21,0.690978886756238,0.23731048121292023,0.35328753680078506,521,360,161,1157,1669,67,3
A1,325,4.0,2.41,0.6891891891891891,0.23471400394477318,0.3501716527709662,518,357,161,1164,1669,67,3
A1,325,4.0,2.61,0.6868884540117417,0.228515625,0.3429408891060088,511,351,160,1185,1669,67,3
A1,325,4.0,2.81,0.69,0.22344559585492227,0.337573385518591,500,345,155,1199,1669,67,3
A1,325,4.5,1.01,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,1.21,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,1.41,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,1.61,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,1.81,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,2.01,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,2.21,0.75,0.1973941368078176,0.31253223310985045,404,303,101,1232,1669,67,3
A1,325,4.5,2.41,0.749379652605459,0.196742671009772,0.3116615067079464,403,302,101,1233,1669,67,3
A1,325,4.5,2.61,0.7462311557788944,0.19198448610213317,0.30539845758354756,398,297,101,1250,1669,67,3
A1,325,4.5,2.81,0.7518987341772152,0.19198448610213317,0.305870236869207,395,297,98,1250,1669,67,3
A1,325,5.0,1.01,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,1.21,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,1.41,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,1.61,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,1.81,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,2.01,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,2.21,0.7834394904458599,0.1599479843953186,0.265658747300216,314,246,68,1292,1669,67,3
A1,325,5.0,2.41,0.7827476038338658,0.15867875647668395,0.26386645126548197,313,245,68,1299,1669,67,3
A1,325,5.0,2.61,0.7827476038338658,0.15867875647668395,0.26386645126548197,313,245,68,1299,1669,67,3
A1,325,5.0,2.81,0.7870967741935484,0.15813350615683733,0.2633567188343227,310,244,66,1299,1669,67,3
A1,350,1.0,1.01,0.09299081715680577,0.8815426997245179,0.1682351085642185,17206,1600,15606,215,1669,67,3
A1,350,1.0,1.21,0.09325639680596841,0.8815426997245179,0.16866961838498842,17157,1600,15557,215,1669,67,3
A1,350,1.0,1.41,0.09195198391579446,0.8576944291230005,0.16609698782311474,16911,1555,15356,258,1669,67,3
A1,350,1.0,1.61,0.09488775702697604,0.8355481727574751,0.17042181941385737,15903,1509,14394,297,1669,67,3
A1,350,1.0,1.81,0.098070516379789,0.7992081447963801,0.17470326409495548,14408,1413,12995,355,1669,67,3
A1,350,1.0,2.01,0.10640108954715696,0.7200460829493087,0.18540492435479083,11748,1250,10498,486,1669,67,3
A1,350,1.0,2.21,0.12075983717774763,0.6304604486422668,0.20269500854052003,8844,1068,7776,626,1669,67,3
A1,350,1.0,2.41,0.14794181367997525,0.5790430042398547,0.23567114507580425,6462,956,5506,695,1669,67,3
A1,350,1.0,2.61,0.1835245046923879,0.5378973105134475,0.2736743896750117,4795,880,3915,756,1669,67,3
A1,350,1.0,2.81,0.22594712455710003,0.5009063444108761,0.311419984973704,3669,829,2840,826,1669,67,3
A1,350,1.5,1.01,0.1933534743202417,0.6638194020744357,0.29947701624002204,5627,1088,4539,551,1669,67,3
A1,350,1.5,1.21,0.19352543578797582,0.6638194020744357,0.29968323922324747,5622,1088,4534,551,1669,67,3
A1,350,1.5,1.41,0.19404316033529517,0.6638194020744357,0.30030361578802095,5607,1088,4519,551,1669,67,3
A1,350,1.5,1.61,0.1955458989679522,0.6605504587155964,0.30176026823134955,5523,1080,4443,555,1669,67,3
A1,350,1.5,1.81,0.191139965629177,0.6129822412737294,0.29141193595342063,5237,1001,4236,632,1669,67,3
A1,350,1.5,2.01,0.19433198380566802,0.5885959534028203,0.2921929691066809,4940,960,3980,671,1669,67,3
A1,350,1.5,2.21,0.20206684256816182,0.5620795107033639,0.2972666990134239,4548,919,3629,716,1669,67,3
A1,350,1.5,2.41,0.21743512219702696,0.5356921166977033,0.3093189964157706,3969,863,3106,748,1669,67,3
A1,350,1.5,2.61,0.23875739644970415,0.496309963099631,0.3224131042748702,3380,807,2573,819,1669,67,3
A1,350,1.5,2.81,0.26578764746703676,0.4673581452104942,0.33886308338863086,2882,766,2116,873,1669,67,3
A1,350,2.0,1.01,0.3072562358276644,0.517175572519084,0.3854907539118066,2646,813,1833,759,1669,67,3
A1,350,2.0,1.21,0.3073724007561437,0.517175572519084,0.3855821674175955,2645,813,1832,759,1669,67,3
A1,350,2.0,1.41,0.30748865355521937,0.517175572519084,0.385673624288425,2644,813,1831,759,1669,67,3
A1,350,2.0,1.61,0.30880670987418984,0.5162523900573613,0.3864503816793893,2623,810,1813,759,1669,67,3
A1,350,2.0,1.81,0.3120622568093385,0.5079164027865738,0.3865991805254278,2570,802,1768,777,1669,67,3
A1,350,2.0,2.01,0.3163549542379626,0.5006297229219143,0.387710314557425,2513,795,1718,793,1669,67,3
A1,350,2.0,2.21,0.3212520593080725,0.491183879093199,0.3884462151394423,2428,780,1648,808,1669,67,3
A1,350,2.0,2.41,0.32698961937716264,0.47577092511013214,0.38759292489105357,2312,756,1556,833,1669,67,3
A1,350,2.0,2.61,0.3330262551819438,0.4521575984990619,0.38355437665782494,2171,723,1448,876,1669,67,3
A1,350,2.0,2.81,0.3445167751627441,0.4267990074441687,0.3812690495982266,1997,688,1309,924,1669,67,3
A1,350,2.5,1.01,0.4233947870311507,0.43246753246753245,0.42788307099261164,1573,666,907,874,1669,67,3
A1,350,2.5,1.21,0.4233947870311507,0.43246753246753245,0.42788307099261164,1573,666,907,874,1669,67,3
A1,350,2.5,1.41,0.42366412213740456,0.43246753246753245,0.42802056555269924,1572,666,906,874,1669,67,3
A1,350,2.5,1.61,0.42366412213740456,0.43246753246753245,0.42802056555269924,1572,666,906,874,1669,67,3
A1,350,2.5,1.81,0.4247448979591837,0.43246753246753245,0.4285714285714286,1568,666,902,874,1669,67,3
A1,350,2.5,2.01,0.42774193548387096,0.4271907216494845,0.4274661508704061,1550,663,887,889,1669,67,3
A1,350,2.5,2.21,0.4328947368421053,0.42369607211848037,0.428246013667426,1520,658,862,895,1669,67,3
A1,350,2.5,2.41,0.4338482202820685,0.412252712188896,0.4227748691099476,1489,646,843,921,1669,67,3
A1,350,2.5,2.61,0.43256464011180995,0.393765903307888,0.4122544122544123,1431,619,812,953,1669,67,3
A1,350,2.5,2.81,0.44072727272727275,0.3818525519848771,0.4091829844699527,1375,606,769,981,1669,67,3
A1,350,3.0,1.01,0.5517241379310345,0.35509138381201044,0.43208895949166004,986,544,442,988,1669,67,3
A1,350,3.0,1.21,0.5517241379310345,0.35509138381201044,0.43208895949166004,986,544,442,988,1669,67,3
A1,350,3.0,1.41,0.5517241379310345,0.35509138381201044,0.43208895949166004,986,544,442,988,1669,67,3
A1,350,3.0,1.61,0.5517241379310345,0.35509138381201044,0.43208895949166004,986,544,442,988,1669,67,3
A1,350,3.0,1.81,0.5528455284552846,0.35509138381201044,0.4324324324324324,984,544,440,988,1669,67,3
A1,350,3.0,2.01,0.5540816326530612,0.3542074363992172,0.4321528054118583,980,543,437,990,1669,67,3
A1,350,3.0,2.21,0.558091286307054,0.35003253090435915,0.43022790883646544,964,538,426,999,1669,67,3
A1,350,3.0,2.41,0.5621052631578948,0.3465282284231019,0.4287434765154557,950,534,416,1007,1669,67,3
A1,350,3.0,2.61,0.5565217391304348,0.3301096067053514,0.4144071226224201,920,512,408,1039,1669,67,3
A1,350,3.0,2.81,0.5616591928251121,0.3207426376440461,0.4083129584352079,892,501,391,1061,1669,67,3
A1,350,3.5,1.01,0.6317321688500728,0.2857142857142857,0.39347234814143245,687,434,253,1085,1669,67,3
A1,350,3.5,1.21,0.6317321688500728,0.2857142857142857,0.39347234814143245,687,434,253,1085,1669,67,3
A1,350,3.5,1.41,0.6317321688500728,0.2857142857142857,0.39347234814143245,687,434,253,1085,1669,67,3
A1,350,3.5,1.61,0.6317321688500728,0.2857142857142857,0.39347234814143245,687,434,253,1085,1669,67,3
A1,350,3.5,1.81,0.6317321688500728,0.2857142857142857,0.39347234814143245,687,434,253,1085,1669,67,3
A1,350,3.5,2.01,0.6317321688500728,0.2857142857142857,0.39347234814143245,687,434,253,1085,1669,67,3
A1,350,3.5,2.21,0.6310395314787701,0.2829940906106369,0.39075249320036265,683,431,252,1092,1669,67,3
A1,350,3.5,2.41,0.6311111111111111,0.27971109652002624,0.3876251137397634,675,426,249,1097,1669,67,3
A1,350,3.5,2.61,0.6300751879699248,0.27439423706614274,0.38229927007299264,665,419,246,1108,1669,67,3
A1,350,3.5,2.81,0.6288819875776398,0.2621359223300971,0.3700319780721791,644,405,239,1140,1669,67,3
A1,350,4.0,1.01,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,1.21,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,1.41,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,1.61,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,1.81,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,2.01,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,2.21,0.6923076923076923,0.22941176470588234,0.3446244477172312,507,351,156,1179,1669,67,3
A1,350,4.0,2.41,0.6904761904761905,0.2275997383911053,0.34235120511559275,504,348,156,1181,1669,67,3
