benchmark,window,min_threshold,sensitivity,precision,recall,f1,detected,tp,fp,fn,label_count,series_count,tolerance
A2,350,1.0,11.01,1.0,0.2624113475177305,0.41573033707865165,111,111,0,312,466,100,3
A2,350,1.0,13.01,1.0,0.20140515222482436,0.33528265107212474,86,86,0,341,466,100,3
A2,350,1.0,15.01,1.0,0.15151515151515152,0.2631578947368421,65,65,0,364,466,100,3
A2,350,4.0,1.01,1.0,0.6073903002309469,0.7557471264367815,263,263,0,170,466,100,3
A2,350,4.0,3.01,1.0,0.6073903002309469,0.7557471264367815,263,263,0,170,466,100,3
A2,350,4.0,5.01,1.0,0.5758293838862559,0.7308270676691729,243,243,0,179,466,100,3
A2,350,4.0,7.01,1.0,0.4872448979591837,0.6552315608919382,191,191,0,201,466,100,3
A2,350,4.0,9.01,1.0,0.349009900990099,0.5174311926605504,141,141,0,263,466,100,3
A2,350,4.0,11.01,1.0,0.2553699284009546,0.40684410646387825,107,107,0,312,466,100,3
A2,350,4.0,13.01,1.0,0.1957547169811321,0.3274161735700198,83,83,0,341,466,100,3
A2,350,4.0,15.01,1.0,0.14754098360655737,0.2571428571428572,63,63,0,364,466,100,3
A2,350,7.0,1.01,1.0,0.28974358974358977,0.44930417495029823,113,113,0,277,466,100,3
A2,350,7.0,3.01,1.0,0.28974358974358977,0.44930417495029823,113,113,0,277,466,100,3
A2,350,7.0,5.01,1.0,0.28974358974358977,0.44930417495029823,113,113,0,277,466,100,3
A2,350,7.0,7.01,1.0,0.2571428571428571,0.40909090909090906,99,99,0,286,466,100,3
A2,350,7.0,9.01,1.0,0.19799498746867167,0.3305439330543933,79,79,0,320,466,100,3
A2,350,7.0,11.01,1.0,0.15196078431372548,0.26382978723404255,62,62,0,346,466,100,3
A2,350,7.0,13.01,1.0,0.12649164677804295,0.22457627118644063,53,53,0,366,466,100,3
A2,350,7.0,15.01,1.0,0.10093896713615023,0.1833688699360341,43,43,0,383,466,100,3
A2,350,10.0,1.01,1.0,0.1111111111111111,0.19999999999999998,47,47,0,376,466,100,3
A2,350,10.0,3.01,1.0,0.1111111111111111,0.19999999999999998,47,47,0,376,466,100,3
A2,350,10.0,5.01,1.0,0.1111111111111111,0.19999999999999998,47,47,0,376,466,100,3
A2,350,10.0,7.01,1.0,0.10900473933649289,0.1965811965811966,46,46,0,376,466,100,3
A2,350,10.0,9.01,1.0,0.0988235294117647,0.1798715203426124,42,42,0,383,466,100,3
A2,350,10.0,11.01,1.0,0.08139534883720931,0.15053763440860218,35,35,0,395,466,100,3
A2,350,10.0,13.01,1.0,0.06864988558352403,0.1284796573875803,30,30,0,407,466,100,3
A2,350,10.0,15.01,1.0,0.05203619909502263,0.0989247311827957,23,23,0,419,466,100,3
A2,375,1.0,1.01,0.025669938975855663,0.9987096774193548,0.0500533514404889,30152,774,29378,1,466,100,3
A2,375,1.0,3.01,0.7609075043630017,0.8633663366336634,0.8089053803339517,573,436,137,69,466,100,3
A2,375,1.0,5.01,1.0,0.6884875846501128,0.8155080213903743,305,305,0,138,466,100,3
A2,375,1.0,7.01,1.0,0.5148514851485149,0.6797385620915033,208,208,0,196,466,100,3
A2,375,1.0,9.01,1.0,0.3530864197530864,0.5218978102189782,143,143,0,262,466,100,3
A2,375,1.0,11.01,1.0,0.24401913875598086,0.3923076923076923,102,102,0,316,466,100,3
A2,375,1.0,13.01,1.0,0.18414918414918416,0.3110236220472441,79,79,0,350,466,100,3
A2,375,1.0,15.01,1.0,0.12731481481481483,0.22587268993839837,55,55,0,377,466,100,3
A2,375,4.0,1.01,1.0,0.6107226107226107,0.7583212735166425,262,262,0,167,466,100,3
A2,375,4.0,3.01,1.0,0.6098130841121495,0.7576197387518142,261,261,0,167,466,100,3
A2,375,4.0,5.01,1.0,0.5679611650485437,0.7244582043343653,234,234,0,178,466,100,3
A2,375,4.0,7.01,1.0,0.4755784061696658,0.6445993031358885,185,185,0,204,466,100,3
A2,375,4.0,9.01,1.0,0.33668341708542715,0.5037593984962406,134,134,0,264,466,100,3
A2,375,4.0,11.01,1.0,0.23486682808716708,0.38039215686274513,97,97,0,316,466,100,3
A2,375,4.0,13.01,1.0,0.1784037558685446,0.30278884462151395,76,76,0,350,466,100,3
A2,375,4.0,15.01,1.0,0.12121212121212122,0.21621621621621626,52,52,0,377,466,100,3
A2,375,7.0,1.01,1.0,0.28717948717948716,0.44621513944223107,112,112,0,278,466,100,3
A2,375,7.0,3.01,1.0,0.28717948717948716,0.44621513944223107,112,112,0,278,466,100,3
A2,375,7.0,5.01,1.0,0.28717948717948716,0.44621513944223107,112,112,0,278,466,100,3
A2,375,7.0,7.01,1.0,0.25257731958762886,0.40329218106995884,98,98,0,290,466,100,3
A2,375,7.0,9.01,1.0,0.1884422110552764,0.31712473572938693,75,75,0,323,466,100,3
A2,375,7.0,11.01,1.0,0.14146341463414633,0.24786324786324787,58,58,0,352,466,100,3
A2,375,7.0,13.01,1.0,0.11163895486935867,0.20085470085470086,47,47,0,374,466,100,3
A2,375,7.0,15.01,1.0,0.08411214953271028,0.15517241379310345,36,36,0,392,466,100,3
A2,375,10.0,1.01,1.0,0.09280742459396751,0.16985138004246284,40,40,0,391,466,100,3
A2,375,10.0,3.01,1.0,0.09280742459396751,0.16985138004246284,40,40,0,391,466,100,3
A2,375,10.0,5.01,1.0,0.09280742459396751,0.16985138004246284,40,40,0,391,466,100,3
A2,375,10.0,7.01,1.0,0.09280742459396751,0.16985138004246284,40,40,0,391,466,100,3
A2,375,10.0,9.01,1.0,0.08333333333333333,0.15384615384615385,36,36,0,396,466,100,3
A2,375,10.0,11.01,1.0,0.06636155606407322,0.12446351931330472,29,29,0,408,466,100,3
A2,375,10.0,13.01,1.0,0.05895691609977324,0.1113490364025696,26,26,0,415,466,100,3
A2,375,10.0,15.01,1.0,0.04017857142857143,0.07725321888412018,18,18,0,430,466,100,3
A2,400,1.0,1.01,0.02590975254730713,0.9987531172069826,0.05050919065485387,30915,801,30114,1,466,100,3
A2,400,1.0,3.01,0.7561837455830389,0.8611670020120724,0.8052681091251176,566,428,138,69,466,100,3
A2,400,1.0,5.01,1.0,0.671264367816092,0.8033012379642366,292,292,0,143,466,100,3
A2,400,1.0,7.01,1.0,0.4864864864864865,0.6545454545454547,198,198,0,209,466,100,3
A2,400,1.0,9.01,1.0,0.32019704433497537,0.48507462686567165,130,130,0,276,466,100,3
A2,400,1.0,11.01,1.0,0.21176470588235294,0.34951456310679613,90,90,0,335,466,100,3
A2,400,1.0,13.01,1.0,0.1554524361948956,0.26907630522088355,67,67,0,364,466,100,3
A2,400,1.0,15.01,1.0,0.11187214611872145,0.20123203285420943,49,49,0,389,466,100,3
A2,400,4.0,1.01,1.0,0.6055045871559633,0.7542857142857143,264,264,0,172,466,100,3
A2,400,4.0,3.01,1.0,0.6045977011494252,0.7535816618911174,263,263,0,172,466,100,3
A2,400,4.0,5.01,1.0,0.5690072639225182,0.7253086419753088,235,235,0,178,466,100,3
A2,400,4.0,7.01,1.0,0.4517766497461929,0.6223776223776224,178,178,0,216,466,100,3
A2,400,4.0,9.01,1.0,0.305,0.4674329501915709,122,122,0,278,466,100,3
A2,400,4.0,11.01,1.0,0.2033096926713948,0.3379174852652259,86,86,0,337,466,100,3
A2,400,4.0,13.01,1.0,0.14953271028037382,0.26016260162601623,64,64,0,364,466,100,3
A2,400,4.0,15.01,1.0,0.10574712643678161,0.19126819126819128,46,46,0,389,466,100,3
A2,400,7.0,1.01,1.0,0.2743589743589744,0.43058350100603626,107,107,0,283,466,100,3
A2,400,7.0,3.01,1.0,0.2743589743589744,0.43058350100603626,107,107,0,283,466,100,3
A2,400,7.0,5.01,1.0,0.2743589743589744,0.43058350100603626,107,107,0,283,466,100,3
A2,400,7.0,7.01,1.0,0.2365038560411311,0.3825363825363825,92,92,0,297,466,100,3
A2,400,7.0,9.01,1.0,0.16584158415841585,0.2845010615711253,67,67,0,337,466,100,3
A2,400,7.0,11.01,1.0,0.11694510739856802,0.20940170940170938,49,49,0,370,466,100,3
A2,400,7.0,13.01,1.0,0.0947867298578199,0.17316017316017313,40,40,0,382,466,100,3
A2,400,7.0,15.01,1.0,0.07192575406032482,0.13419913419913418,31,31,0,400,466,100,3
A2,400,10.0,1.01,1.0,0.10046728971962617,0.18259023354564755,43,43,0,385,466,100,3
A2,400,10.0,3.01,1.0,0.10046728971962617,0.18259023354564755,43,43,0,385,466,100,3
A2,400,10.0,5.01,1.0,0.10046728971962617,0.18259023354564755,43,43,0,385,466,100,3
A2,400,10.0,7.01,1.0,0.09836065573770492,0.1791044776119403,42,42,0,385,466,100,3
A2,400,10.0,9.01,1.0,0.08624708624708624,0.15879828326180256,37,37,0,392,466,100,3
A2,400,10.0,11.01,1.0,0.06150341685649203,0.11587982832618025,27,27,0,412,466,100,3
A2,400,10.0,13.01,1.0,0.049773755656108594,0.09482758620689655,22,22,0,420,466,100,3
A2,400,10.0,15.01,1.0,0.04017857142857143,0.07725321888412018,18,18,0,430,466,100,3
